"","X.bytes","repetitions","t","mbs","err_speed","err_lat","t_est","b_est","l_fit","l_std","b_fit","b_std"
"1",0,1000,0.43,0,0,0,0.432647206005004,0,0.432647206005004,0.0105586584344856,4208.23107125359,5.18387224522429e-07
"2",1,1000,0.432,2.306,0.015,0.005,0.432884835541754,2.31008323206449,0.432647206005004,0.0105586584344856,4208.23107125359,5.18387224522429e-07
"3",2,1000,0.432,4.618,0.055,0.005,0.433122465078505,4.61763164290611,0.432647206005004,0.0105586584344856,4208.23107125359,5.18387224522429e-07
"4",4,1000,0.433,9.208,0.08,0.005,0.433597724152005,9.22514067116674,0.432647206005004,0.0105586584344856,4208.23107125359,5.18387224522429e-07
"5",8,1000,0.434,18.414,0.145,0.005,0.434548242299006,18.4099237352232,0.432647206005004,0.0105586584344856,4208.23107125359,5.18387224522429e-07
"6",16,1000,0.433,36.859,0.285,0.005,0.436449278593008,36.6594717525472,0.432647206005004,0.0105586584344856,4208.23107125359,5.18387224522429e-07
"7",32,1000,0.473,67.698,0.595,0.005,0.440251351181012,72.6857507970328,0.432647206005004,0.0105586584344856,4208.23107125359,5.18387224522429e-07
"8",64,1000,0.473,135.44,1.98,0.005,0.44785549635702,142.903236692624,0.432647206005004,0.0105586584344856,4208.23107125359,5.18387224522429e-07
"9",128,1000,0.58,221.025,3.205,0.01,0.463063786709036,276.41980149147,0.432647206005004,0.0105586584344856,4208.23107125359,5.18387224522429e-07
"10",256,1000,0.62,411.939,9.23,0.015,0.493480367413068,518.764305340064,0.432647206005004,0.0105586584344856,4208.23107125359,5.18387224522429e-07
"11",512,1000,0.824,622.137,19.55,0.025,0.554313528821132,923.664989899992,0.432647206005004,0.0105586584344856,4208.23107125359,5.18387224522429e-07
"12",1024,1000,0.894,1146.386,31.72,0.025,0.67597985163726,1514.83804956585,0.432647206005004,0.0105586584344856,4208.23107125359,5.18387224522429e-07
"13",2048,1000,1.063,1929.846,73.97,0.04,0.919312497269517,2227.7517232528,0.432647206005004,0.0105586584344856,4208.23107125359,5.18387224522429e-07
"14",4096,1000,1.51,2714.205,109.4,0.06,1.40597778853403,2913.27504132962,0.432647206005004,0.0105586584344856,4208.23107125359,5.18387224522429e-07
"15",8192,1000,1.985,4128.631,123.235,0.06,2.37930837106305,3443.01734891971,0.432647206005004,0.0105586584344856,4208.23107125359,5.18387224522429e-07
"16",16384,1000,3.281,4998.184,154.935,0.1,4.3259695361211,3787.35907943789,0.432647206005004,0.0105586584344856,4208.23107125359,5.18387224522429e-07
"17",32768,1000,5.098,6428.874,84.8,0.065,8.2192918662372,3986.71814230162,0.432647206005004,0.0105586584344856,4208.23107125359,5.18387224522429e-07
"18",65536,640,9.239,7094.57,122.62,0.16,16.0059365264694,4094.48081289224,0.432647206005004,0.0105586584344856,4208.23107125359,5.18387224522429e-07
"19",131072,320,17.914,7316.789,50.565,0.125,31.5792258469338,4150.57673152955,0.432647206005004,0.0105586584344856,4208.23107125359,5.18387224522429e-07
"20",262144,160,34.382,7624.679,38.105,0.17,62.7258044878626,4179.20506783974,0.432647206005004,0.0105586584344856,4208.23107125359,5.18387224522429e-07
"21",524288,80,83.441,6283.272,21.675,0.285,125.01896176972,4193.66784508831,0.432647206005004,0.0105586584344856,4208.23107125359,5.18387224522429e-07
"22",1048576,40,169.806,6175.187,12.81,0.355,249.605276333435,4200.93683676486,0.432647206005004,0.0105586584344856,4208.23107125359,5.18387224522429e-07
"23",2097152,20,336.87,6225.436,7.075,0.385,498.777905460866,4204.58079044671,0.432647206005004,0.0105586584344856,4208.23107125359,5.18387224522429e-07
"24",4194304,10,668.65,6272.801,8.435,0.9,997.123163715727,4206.40513893003,0.432647206005004,0.0105586584344856,4208.23107125359,5.18387224522429e-07
"25",8388608,5,1385.754,6053.517,29.065,6.665,1993.81368022545,4207.3179069829,0.432647206005004,0.0105586584344856,4208.23107125359,5.18387224522429e-07
"26",16777216,2,3862.533,4343.826,54.16,48.225,3987.19471324489,4207.77443957489,0.432647206005004,0.0105586584344856,4208.23107125359,5.18387224522429e-07
"27",33554432,1,7951.449,4219.973,26.31,49.645,7973.95677928378,4208.00274302639,0.432647206005004,0.0105586584344856,4208.23107125359,5.18387224522429e-07
"28",67108864,1,15910.638,4217.872,12.52,47.235,15947.4809113616,4208.11690404277,0.432647206005004,0.0105586584344856,4208.23107125359,5.18387224522429e-07
"29",134217728,1,31858.394,4212.958,8.735,66.055,31894.5291755171,4208.17398687385,0.432647206005004,0.0105586584344856,4208.23107125359,5.18387224522429e-07
"30",268435456,1,63701.945,4213.932,5.35,80.93,63788.6257038282,4208.20252887013,0.432647206005004,0.0105586584344856,4208.23107125359,5.18387224522429e-07
