"","X.bytes","repetitions","t","mbs","err_speed","err_lat","t_est","b_est","l_fit","l_std","b_fit","b_std"
"1",0,1000,9.492,0,0,0.505,9.51545371142619,0,9.51545371142619,0.0105586584344856,2808.54182706644,1.06539183661665e-06
"2",1,1000,9.589,0.104,0.005,0.555,9.51580976807821,0.105088271452694,9.51545371142619,0.0105586584344856,2808.54182706644,1.06539183661665e-06
"3",2,1000,9.559,0.209,0.01,0.545,9.51616582473023,0.210168678944463,9.51545371142619,0.0105586584344856,2808.54182706644,1.06539183661665e-06
"4",4,1000,9.537,0.422,0.025,0.615,9.51687793803426,0.420305905575816,9.51545371142619,0.0105586584344856,2808.54182706644,1.06539183661665e-06
"5",8,1000,9.532,0.841,0.06,0.645,9.51830216464234,0.840486030136511,9.51545371142619,0.0105586584344856,2808.54182706644,1.06539183661665e-06
"6",16,1000,9.493,1.687,0.115,0.63,9.52115061785849,1.68046916199281,9.51545371142619,0.0105586584344856,2808.54182706644,1.06539183661665e-06
"7",32,1000,9.489,3.379,0.245,0.665,9.52684752429079,3.35892853521681,9.51545371142619,0.0105586584344856,2808.54182706644,1.06539183661665e-06
"8",64,1000,9.547,6.717,0.475,0.655,9.53824133715539,6.70983231999945,9.51545371142619,0.0105586584344856,2808.54182706644,1.06539183661665e-06
"9",128,1000,9.807,13.077,0.78,0.585,9.56102896288459,13.3876803947451,9.51545371142619,0.0105586584344856,2808.54182706644,1.06539183661665e-06
"10",256,1000,9.879,25.958,1.57,0.585,9.606604214343,26.6483342384173,9.51545371142619,0.0105586584344856,2808.54182706644,1.06539183661665e-06
"11",512,1000,9.912,51.746,3.37,0.63,9.69775471725981,52.7957259105302,9.51545371142619,0.0105586584344856,2808.54182706644,1.06539183661665e-06
"12",1024,1000,11.276,90.942,4.405,0.54,9.88005572309343,103.643140150164,9.51545371142619,0.0105586584344856,2808.54182706644,1.06539183661665e-06
"13",2048,1000,10.507,195.223,11.2,0.59,10.2446577347607,199.909069978105,9.51545371142619,0.0105586584344856,2808.54182706644,1.06539183661665e-06
"14",4096,1000,12.59,325.724,15.605,0.595,10.9738617580951,373.250555756134,9.51545371142619,0.0105586584344856,2808.54182706644,1.06539183661665e-06
"15",8192,1000,13.314,616.252,34.315,0.725,12.4322698047641,658.930358546498,9.51545371142619,0.0105586584344856,2808.54182706644,1.06539183661665e-06
"16",16384,1000,18.203,900.871,34.105,0.68,15.349085898102,1067.4251293379,9.51545371142619,0.0105586584344856,2808.54182706644,1.06539183661665e-06
"17",32768,1000,29.189,1124.358,61.81,1.57,21.1827180847778,1546.92140398864,9.51545371142619,0.0105586584344856,2808.54182706644,1.06539183661665e-06
"18",65536,640,67.578,971.129,48.625,3.35,32.8499824581293,1995.00867568293,9.51545371142619,0.0105586584344856,2808.54182706644,1.06539183661665e-06
"19",131072,320,96.788,1356.382,79.205,5.605,56.1845112048325,2332.88493909201,9.51545371142619,0.0105586584344856,2808.54182706644,1.06539183661665e-06
"20",262144,160,147.177,1784.132,87.105,7.07,102.853568698239,2548.71078677982,9.51545371142619,0.0105586584344856,2808.54182706644,1.06539183661665e-06
"21",524288,80,225.985,2323.226,117.415,11.165,196.191683685051,2672.32530019797,9.51545371142619,0.0105586584344856,2808.54182706644,1.06539183661665e-06
"22",1048576,40,390.342,2690.412,141.61,20.12,382.867913658676,2738.74086229852,9.51545371142619,0.0105586584344856,2808.54182706644,1.06539183661665e-06
"23",2097152,20,732.616,2866.726,139.15,34.835,756.220373605927,2773.2021950163,9.51545371142619,0.0105586584344856,2808.54182706644,1.06539183661665e-06
"24",4194304,10,1438.188,2920.604,137.96,66.995,1502.92529350043,2790.76013833738,9.51545371142619,0.0105586584344856,2808.54182706644,1.06539183661665e-06
"25",8388608,5,2872.556,2923.845,157.155,148.655,2996.33513328943,2799.62274807052,9.51545371142619,0.0105586584344856,2808.54182706644,1.06539183661665e-06
"26",16777216,2,5793.816,2899.994,169.54,328.435,5983.15481286743,2804.07519523292,9.51545371142619,0.0105586584344856,2808.54182706644,1.06539183661665e-06
"27",33554432,1,11521.471,2916.643,154.535,591.02,11956.7941720234,2806.30673383262,9.51545371142619,0.0105586584344856,2808.54182706644,1.06539183661665e-06
"28",67108864,1,23032.982,2917.517,160.99,1232.055,23904.0728903354,2807.42383558965,9.51545371142619,0.0105586584344856,2808.54182706644,1.06539183661665e-06
"29",134217728,1,46989.626,2857.873,98.65,1589.445,47798.6303269595,2807.98272004665,9.51545371142619,0.0105586584344856,2808.54182706644,1.06539183661665e-06
"30",268435456,1,96107.381,2799.793,204.635,6972.985,95587.7452002075,2808.26224572789,9.51545371142619,0.0105586584344856,2808.54182706644,1.06539183661665e-06
